file,course_number,course_name,instructor,year,term,num_respondents,The instructor's teaching effectiveness is:,The intellectual challenge of this course is:,The teaching assistant for this course is:,Feedback on my work for this course is useful:,"Compared to other Hopkins courses at this level, the workload for this course is:"
EN_601_340_01_FA21 Web Security Cao_ Yinzhi 2021 Fall Computer Science 5 of 5  responded _100_00__ Download PDF.pdf,EN.601.340,Web Security,Yinzhi Cao,2021,Fall,5,"[(1, 0), (2, 0), (3, 1), (4, 3), (5, 0), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 4), (5, 0), (0, 0)]","[(1, 1), (2, 0), (3, 1), (4, 1), (5, 0), (0, 1)]","[(1, 1), (2, 0), (3, 0), (4, 2), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 2), (5, 1), (0, 0)]"
EN_601_231_04_FA21 Automata _ Computation Theory More_ Sara 2021 Fall Computer Science 15 of 15  responded _100_00__ Download PDF.pdf,EN.601.231,Automata & Computation Theory,Sara More,2021,Fall,15,"[(1, 0), (2, 0), (3, 1), (4, 4), (5, 9), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 5), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 9), (0, 3)]","[(1, 0), (2, 3), (3, 4), (4, 3), (5, 5), (0, 0)]","[(1, 0), (2, 3), (3, 9), (4, 3), (5, 0), (0, 0)]"
EN_601_229_02_FA21 Computer System Fundamentals Hovemeyer_ David 2021 Fall Computer Science 73 of 74  responded _98_65__ Download PDF.pdf,EN.601.229,Computer System Fundamentals,David Hovemeyer,2021,Fall,73,"[(1, 0), (2, 0), (3, 13), (4, 23), (5, 34), (0, 1)]","[(1, 0), (2, 0), (3, 7), (4, 24), (5, 39), (0, 2)]","[(1, 0), (2, 0), (3, 4), (4, 13), (5, 36), (0, 18)]","[(1, 0), (2, 1), (3, 12), (4, 31), (5, 23), (0, 2)]","[(1, 0), (2, 0), (3, 18), (4, 34), (5, 16), (0, 1)]"
EN_601_280_01_FA21 Full-Stack JavaScript Madooei_ Ali 2021 Fall Computer Science 64 of 64  responded _100_00__ Download PDF.pdf,EN.601.280,Full-Stack JavaScript,Ali Madooei,2021,Fall,64,"[(1, 1), (2, 1), (3, 3), (4, 19), (5, 39), (0, 0)]","[(1, 0), (2, 1), (3, 3), (4, 19), (5, 40), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 9), (5, 17), (0, 32)]","[(1, 4), (2, 2), (3, 8), (4, 28), (5, 20), (0, 0)]","[(1, 0), (2, 5), (3, 27), (4, 24), (5, 5), (0, 0)]"
EN_601_231_06_FA21 Automata _ Computation Theory More_ Sara 2021 Fall Computer Science 15 of 15  responded _100_00__ Download PDF.pdf,EN.601.231,Automata & Computation Theory,Sara More,2021,Fall,15,"[(1, 1), (2, 0), (3, 1), (4, 7), (5, 6), (0, 0)]","[(1, 1), (2, 0), (3, 3), (4, 3), (5, 8), (0, 0)]","[(1, 1), (2, 2), (3, 2), (4, 2), (5, 8), (0, 0)]","[(1, 0), (2, 2), (3, 2), (4, 6), (5, 5), (0, 0)]","[(1, 1), (2, 4), (3, 7), (4, 1), (5, 2), (0, 0)]"
EN_601_231_02_FA21 Automata _ Computation Theory More_ Sara 2021 Fall Computer Science 14 of 14  responded _100_00__ Download PDF.pdf,EN.601.231,Automata & Computation Theory,Sara More,2021,Fall,14,"[(1, 0), (2, 0), (3, 0), (4, 9), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 6), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 3), (5, 9), (0, 1)]","[(1, 0), (2, 3), (3, 1), (4, 6), (5, 4), (0, 0)]","[(1, 1), (2, 4), (3, 8), (4, 1), (5, 0), (0, 0)]"
EN_601_105_01_FA21 CS First-year Experience Burns_ Randal 2021 Fall Computer Science 10 of 11  responded _90_91__ Download PDF.pdf,EN.601.105,CS First-year Experience,Randal Burns,2021,Fall,10,"[(1, 0), (2, 0), (3, 1), (4, 4), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 3), (5, 4), (0, 1)]","[(1, 0), (2, 1), (3, 0), (4, 1), (5, 1), (0, 7)]","[(1, 0), (2, 0), (3, 2), (4, 0), (5, 2), (0, 6)]","[(1, 6), (2, 0), (3, 1), (4, 0), (5, 0), (0, 3)]"
EN_601_220_05_FA21 Intermediate Programming Darvish Darab_ Mohammad 2021 Fall Computer Science 28 of 31  responded _90_32__ Download PDF.pdf,EN.601.220,Intermediate Programming,Mohammad Darvish Darab,2021,Fall,28,"[(1, 1), (2, 2), (3, 8), (4, 10), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 10), (5, 16), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 7), (5, 8), (0, 10)]","[(1, 0), (2, 2), (3, 4), (4, 13), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 11), (5, 16), (0, 0)]"
EN_601_220_03_FA21 Intermediate Programming Selinski_ Joanne 2021 Fall Computer Science 35 of 35  responded _100_00__ Download PDF.pdf,EN.601.220,Intermediate Programming,Joanne Selinski,2021,Fall,35,"[(1, 0), (2, 4), (3, 9), (4, 11), (5, 10), (0, 0)]","[(1, 0), (2, 1), (3, 3), (4, 11), (5, 19), (0, 0)]","[(1, 1), (2, 1), (3, 3), (4, 11), (5, 12), (0, 6)]","[(1, 0), (2, 4), (3, 8), (4, 9), (5, 13), (0, 0)]","[(1, 0), (2, 2), (3, 7), (4, 13), (5, 12), (0, 0)]"
EN_601_105_07_FA21 CS First-year Experience Eisner_ Jason 2021 Fall Computer Science 10 of 10  responded _100_00__ Download PDF.pdf,EN.601.105,CS First-year Experience,Jason Eisner,2021,Fall,10,"[(1, 0), (2, 0), (3, 0), (4, 5), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 1), (5, 4), (0, 2)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 1), (0, 7)]","[(1, 0), (2, 0), (3, 1), (4, 0), (5, 0), (0, 7)]","[(1, 6), (2, 0), (3, 0), (4, 0), (5, 0), (0, 2)]"
EN_601_105_05_FA21 CS First-year Experience Cao_ Yinzhi 2021 Fall Computer Science 10 of 12  responded _83_33__ Download PDF.pdf,EN.601.105,CS First-year Experience,Yinzhi Cao,2021,Fall,10,"[(1, 0), (2, 1), (3, 0), (4, 4), (5, 5), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 3), (5, 3), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 2), (5, 5), (0, 2)]","[(1, 0), (2, 0), (3, 3), (4, 1), (5, 3), (0, 3)]","[(1, 8), (2, 2), (3, 0), (4, 0), (5, 0), (0, 0)]"
EN_601_104_02_FA21 Computer Ethics Leschke_ Timothy 2021 Fall Computer Science 15 of 16  responded _93_75__ Download PDF.pdf,EN.601.104,Computer Ethics,Timothy Leschke,2021,Fall,15,"[(1, 2), (2, 1), (3, 2), (4, 4), (5, 5), (0, 0)]","[(1, 2), (2, 2), (3, 4), (4, 3), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 2), (5, 2), (0, 8)]","[(1, 2), (2, 1), (3, 4), (4, 3), (5, 2), (0, 2)]","[(1, 4), (2, 4), (3, 3), (4, 3), (5, 0), (0, 0)]"
EN_601_226_02_FA21 Data Structures Madooei_ Ali 2021 Fall Computer Science 68 of 68  responded _100_00__ Download PDF.pdf,EN.601.226,Data Structures,Ali Madooei,2021,Fall,68,"[(1, 1), (2, 1), (3, 8), (4, 17), (5, 39), (0, 0)]","[(1, 1), (2, 0), (3, 4), (4, 22), (5, 39), (0, 0)]","[(1, 2), (2, 3), (3, 6), (4, 14), (5, 16), (0, 26)]","[(1, 2), (2, 2), (3, 12), (4, 36), (5, 13), (0, 2)]","[(1, 0), (2, 0), (3, 15), (4, 35), (5, 17), (0, 0)]"
EN_601_105_03_FA21 CS First-year Experience Smith_ Scott 2021 Fall Computer Science 7 of 7  responded _100_00__ Download PDF.pdf,EN.601.105,CS First-year Experience,Scott Smith,2021,Fall,7,"[(1, 0), (2, 0), (3, 1), (4, 2), (5, 4), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 0), (5, 2), (0, 2)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (0, 7)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 1), (0, 4)]","[(1, 4), (2, 1), (3, 0), (4, 0), (5, 0), (0, 2)]"
EN_601_270_01_FA21 Open Source Software Engineering _Semesters of Code I_ Walli_ Stephen 2021 Fall Computer Science 19 of 19  responded _100_00__ Download PDF.pdf,EN.601.270,Open Source Software Engineering (Semesters of Code I),Stephen Walli,2021,Fall,19,"[(1, 0), (2, 0), (3, 4), (4, 3), (5, 11), (0, 0)]","[(1, 0), (2, 1), (3, 6), (4, 3), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 1), (0, 15)]","[(1, 0), (2, 1), (3, 3), (4, 2), (5, 10), (0, 0)]","[(1, 1), (2, 6), (3, 5), (4, 3), (5, 1), (0, 0)]"
EN_601_415_01_FA21 Databases Yarowsky_ David 2021 Fall Computer Science 41 of 42  responded _97_62__ Download PDF.pdf,EN.601.415,Databases,David Yarowsky,2021,Fall,41,"[(1, 2), (2, 8), (3, 7), (4, 12), (5, 9), (0, 1)]","[(1, 0), (2, 0), (3, 5), (4, 20), (5, 14), (0, 1)]","[(1, 0), (2, 0), (3, 3), (4, 8), (5, 23), (0, 5)]","[(1, 0), (2, 3), (3, 4), (4, 16), (5, 16), (0, 1)]","[(1, 0), (2, 1), (3, 13), (4, 9), (5, 16), (0, 1)]"
EN_601_315_01_FA21 Databases Yarowsky_ David 2021 Fall Computer Science 32 of 32  responded _100_00__ Download PDF.pdf,EN.601.315,Databases,David Yarowsky,2021,Fall,32,"[(1, 6), (2, 4), (3, 10), (4, 9), (5, 3), (0, 0)]","[(1, 1), (2, 2), (3, 6), (4, 13), (5, 9), (0, 1)]","[(1, 2), (2, 0), (3, 0), (4, 4), (5, 20), (0, 6)]","[(1, 4), (2, 0), (3, 6), (4, 14), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 12), (4, 13), (5, 7), (0, 0)]"
EN_601_320_01_FA21 Parallel Programming Burns_ Randal 2021 Fall Computer Science 20 of 21  responded _95_24__ Download PDF.pdf,EN.601.320,Parallel Programming,Randal Burns,2021,Fall,20,"[(1, 0), (2, 3), (3, 5), (4, 6), (5, 5), (0, 0)]","[(1, 0), (2, 4), (3, 2), (4, 6), (5, 7), (0, 0)]","[(1, 2), (2, 3), (3, 3), (4, 4), (5, 1), (0, 6)]","[(1, 3), (2, 6), (3, 1), (4, 4), (5, 4), (0, 1)]","[(1, 1), (2, 3), (3, 9), (4, 2), (5, 4), (0, 0)]"
EN_601_231_03_FA21 Automata _ Computation Theory More_ Sara 2021 Fall Computer Science 13 of 13  responded _100_00__ Download PDF.pdf,EN.601.231,Automata & Computation Theory,Sara More,2021,Fall,13,"[(1, 0), (2, 1), (3, 2), (4, 0), (5, 10), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 3), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 5), (5, 7), (0, 1)]","[(1, 0), (2, 2), (3, 0), (4, 6), (5, 4), (0, 0)]","[(1, 0), (2, 1), (3, 9), (4, 2), (5, 0), (0, 0)]"
EN_601_231_01_FA21 Automata _ Computation Theory More_ Sara 2021 Fall Computer Science 15 of 15  responded _100_00__ Download PDF.pdf,EN.601.231,Automata & Computation Theory,Sara More,2021,Fall,15,"[(1, 0), (2, 0), (3, 1), (4, 3), (5, 10), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 7), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 3), (5, 10), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 4), (5, 8), (0, 1)]","[(1, 0), (2, 4), (3, 3), (4, 5), (5, 1), (0, 1)]"
EN_601_231_05_FA21 Automata _ Computation Theory More_ Sara 2021 Fall Computer Science 15 of 15  responded _100_00__ Download PDF.pdf,EN.601.231,Automata & Computation Theory,Sara More,2021,Fall,15,"[(1, 0), (2, 0), (3, 2), (4, 7), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 7), (5, 6), (0, 1)]","[(1, 0), (2, 0), (3, 0), (4, 4), (5, 10), (0, 1)]","[(1, 0), (2, 1), (3, 4), (4, 4), (5, 6), (0, 0)]","[(1, 0), (2, 5), (3, 6), (4, 3), (5, 1), (0, 0)]"
EN_601_220_04_FA21 Intermediate Programming Darvish Darab_ Mohammad 2021 Fall Computer Science 30 of 31  responded _96_77__ Download PDF.pdf,EN.601.220,Intermediate Programming,Mohammad Darvish Darab,2021,Fall,30,"[(1, 1), (2, 0), (3, 4), (4, 8), (5, 13), (0, 2)]","[(1, 0), (2, 0), (3, 3), (4, 8), (5, 15), (0, 2)]","[(1, 0), (2, 1), (3, 1), (4, 1), (5, 14), (0, 11)]","[(1, 2), (2, 1), (3, 2), (4, 11), (5, 10), (0, 1)]","[(1, 1), (2, 0), (3, 1), (4, 14), (5, 10), (0, 1)]"
EN_601_226_01_FA21 Data Structures Madooei_ Ali 2021 Fall Computer Science 64 of 66  responded _96_97__ Download PDF.pdf,EN.601.226,Data Structures,Ali Madooei,2021,Fall,64,"[(1, 0), (2, 0), (3, 4), (4, 20), (5, 40), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 16), (5, 44), (0, 2)]","[(1, 0), (2, 4), (3, 5), (4, 8), (5, 26), (0, 19)]","[(1, 1), (2, 5), (3, 8), (4, 25), (5, 21), (0, 2)]","[(1, 1), (2, 0), (3, 7), (4, 32), (5, 22), (0, 1)]"
EN_601_229_01_FA21 Computer System Fundamentals Hovemeyer_ David 2021 Fall Computer Science 39 of 39  responded _100_00__ Download PDF.pdf,EN.601.229,Computer System Fundamentals,David Hovemeyer,2021,Fall,39,"[(1, 0), (2, 1), (3, 3), (4, 16), (5, 19), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 16), (5, 22), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 7), (5, 16), (0, 14)]","[(1, 0), (2, 2), (3, 0), (4, 22), (5, 14), (0, 1)]","[(1, 0), (2, 0), (3, 11), (4, 22), (5, 6), (0, 0)]"
EN_601_105_02_FA21 CS First-year Experience Huang_ Chien-ming 2021 Fall Computer Science 6 of 7  responded _85_71__ Download PDF.pdf,EN.601.105,CS First-year Experience,Chien-ming Huang,2021,Fall,6,"[(1, 0), (2, 0), (3, 0), (4, 0), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 2), (5, 2), (0, 1)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 2), (0, 3)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 4), (0, 2)]","[(1, 4), (2, 2), (3, 0), (4, 0), (5, 0), (0, 0)]"
EN_601_220_01_FA21 Intermediate Programming Simari_ Patricio 2021 Fall Computer Science 31 of 32  responded _96_88__ Download PDF.pdf,EN.601.220,Intermediate Programming,Patricio Simari,2021,Fall,31,"[(1, 1), (2, 0), (3, 3), (4, 13), (5, 14), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 14), (5, 14), (0, 1)]","[(1, 0), (2, 0), (3, 4), (4, 10), (5, 9), (0, 8)]","[(1, 2), (2, 3), (3, 2), (4, 16), (5, 5), (0, 3)]","[(1, 0), (2, 0), (3, 3), (4, 18), (5, 9), (0, 0)]"
EN_601_105_06_FA21 CS First-year Experience Lippincott_ Thomas 2021 Fall Computer Science 8 of 8  responded _100_00__ Download PDF.pdf,EN.601.105,CS First-year Experience,Thomas Lippincott,2021,Fall,8,"[(1, 0), (2, 0), (3, 1), (4, 4), (5, 3), (0, 0)]","[(1, 0), (2, 4), (3, 1), (4, 1), (5, 0), (0, 2)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 1), (0, 7)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 1), (0, 5)]","[(1, 7), (2, 0), (3, 0), (4, 0), (5, 0), (0, 1)]"
EN_601_104_01_FA21 Computer Ethics Leschke_ Timothy 2021 Fall Computer Science 17 of 17  responded _100_00__ Download PDF.pdf,EN.601.104,Computer Ethics,Timothy Leschke,2021,Fall,17,"[(1, 0), (2, 3), (3, 3), (4, 8), (5, 3), (0, 0)]","[(1, 0), (2, 6), (3, 9), (4, 1), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 0), (5, 2), (0, 11)]","[(1, 1), (2, 2), (3, 5), (4, 3), (5, 2), (0, 2)]","[(1, 4), (2, 6), (3, 4), (4, 1), (5, 0), (0, 0)]"
EN_601_105_04_FA21 CS First-year Experience Dinitz_ Michael 2021 Fall Computer Science 7 of 7  responded _100_00__ Download PDF.pdf,EN.601.105,CS First-year Experience,Michael Dinitz,2021,Fall,7,"[(1, 0), (2, 0), (3, 0), (4, 2), (5, 2), (0, 2)]","[(1, 0), (2, 0), (3, 2), (4, 1), (5, 1), (0, 2)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 1), (0, 4)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 0), (0, 4)]","[(1, 2), (2, 0), (3, 0), (4, 0), (5, 0), (0, 4)]"
EN_601_104_03_FA21 Computer Ethics Leschke_ Timothy 2021 Fall Computer Science 16 of 17  responded _94_12__ Download PDF.pdf,EN.601.104,Computer Ethics,Timothy Leschke,2021,Fall,16,"[(1, 0), (2, 1), (3, 6), (4, 6), (5, 3), (0, 0)]","[(1, 1), (2, 4), (3, 4), (4, 4), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 2), (5, 1), (0, 11)]","[(1, 0), (2, 6), (3, 2), (4, 3), (5, 1), (0, 3)]","[(1, 4), (2, 3), (3, 8), (4, 1), (5, 0), (0, 0)]"
EN_601_501_49_IN22 Computer Science Workshop Dahbura_ Anton 2022 Intersession Computer Science 16 of 16  responded _100_00__ Download PDF.pdf,EN.601.501,Computer Science Workshop,Anton Dahbura,2022,Intersession,16,"[(1, 0), (2, 0), (3, 0), (4, 1), (5, 9), (0, 5)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 12), (0, 1)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 5), (0, 10)]","[(1, 0), (2, 0), (3, 0), (4, 3), (5, 9), (0, 3)]","[(1, 0), (2, 1), (3, 8), (4, 6), (5, 0), (0, 0)]"
EN_601_104_04_SP22 Computer Ethics Leschke_ Timothy 2022 Spring Computer Science 21 of 21  responded _100_00__ Download PDF.pdf,EN.601.104,Computer Ethics,Timothy Leschke,2022,Spring,21,"[(1, 0), (2, 1), (3, 8), (4, 5), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 10), (4, 5), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 1), (5, 2), (0, 14)]","[(1, 0), (2, 2), (3, 6), (4, 7), (5, 1), (0, 2)]","[(1, 1), (2, 4), (3, 9), (4, 4), (5, 0), (0, 0)]"
EN_601_201_12_IN22 An Introduction to Connectomics Gray Roncal_ William 2022 Intersession Computer Science 18 of 21  responded _85_71__ Download PDF.pdf,EN.601.201,An Introduction to Connectomics,William Gray Roncal,2022,Intersession,18,"[(1, 0), (2, 0), (3, 2), (4, 6), (5, 10), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 4), (5, 13), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 0), (5, 1), (0, 16)]","[(1, 0), (2, 1), (3, 2), (4, 7), (5, 8), (0, 0)]","[(1, 0), (2, 1), (3, 8), (4, 7), (5, 2), (0, 0)]"
EN_601_517_49_SP22 Group Undergraduate Research Dahbura_ Anton 2022 Spring Computer Science 12 of 12  responded _100_00__ Download PDF.pdf,EN.601.517,Group Undergraduate Research,Anton Dahbura,2022,Spring,12,"[(1, 0), (2, 0), (3, 0), (4, 3), (5, 7), (0, 1)]","[(1, 0), (2, 0), (3, 0), (4, 4), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 3), (0, 8)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 4), (0, 3)]","[(1, 0), (2, 0), (3, 9), (4, 1), (5, 0), (0, 0)]"
EN_601_517_58_SP22 Group Undergraduate Research Gray Roncal_ William 2022 Spring Computer Science 39 of 39  responded _100_00__ Download PDF.pdf,EN.601.517,Group Undergraduate Research,William Gray Roncal,2022,Spring,39,"[(1, 0), (2, 1), (3, 6), (4, 11), (5, 8), (0, 11)]","[(1, 0), (2, 0), (3, 5), (4, 8), (5, 16), (0, 7)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 8), (0, 26)]","[(1, 0), (2, 1), (3, 4), (4, 11), (5, 11), (0, 8)]","[(1, 0), (2, 4), (3, 9), (4, 10), (5, 4), (0, 8)]"
EN_601_503_49_SP22 Independent Study Dahbura_ Anton 2022 Spring Computer Science 13 of 13  responded _100_00__ Download PDF.pdf,EN.601.503,Independent Study,Anton Dahbura,2022,Spring,13,"[(1, 0), (2, 0), (3, 2), (4, 2), (5, 7), (0, 1)]","[(1, 0), (2, 0), (3, 3), (4, 3), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 4), (0, 7)]","[(1, 0), (2, 0), (3, 1), (4, 0), (5, 6), (0, 2)]","[(1, 0), (2, 3), (3, 4), (4, 0), (5, 0), (0, 2)]"
EN_601_507_49_SP22 Undergraduate Research Dahbura_ Anton 2022 Spring Computer Science 40 of 40  responded _100_00__ Download PDF.pdf,EN.601.507,Undergraduate Research,Anton Dahbura,2022,Spring,40,"[(1, 0), (2, 0), (3, 1), (4, 6), (5, 23), (0, 7)]","[(1, 0), (2, 0), (3, 3), (4, 11), (5, 18), (0, 5)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 3), (0, 32)]","[(1, 0), (2, 0), (3, 1), (4, 5), (5, 22), (0, 6)]","[(1, 1), (2, 5), (3, 21), (4, 3), (5, 0), (0, 5)]"
EN_601_491_01_SP22 Human-Robot Interaction Huang_ Chien-ming 2022 Spring Computer Science 36 of 37  responded _97_30__ Download PDF.pdf,EN.601.491,Human-Robot Interaction,Chien-ming Huang,2022,Spring,36,"[(1, 0), (2, 0), (3, 5), (4, 7), (5, 24), (0, 0)]","[(1, 0), (2, 0), (3, 9), (4, 11), (5, 16), (0, 0)]","[(1, 1), (2, 1), (3, 6), (4, 9), (5, 13), (0, 6)]","[(1, 2), (2, 3), (3, 6), (4, 11), (5, 13), (0, 0)]","[(1, 2), (2, 5), (3, 23), (4, 5), (5, 0), (0, 0)]"
EN_601_503_08_SP22 Independent Study Madooei_ Ali 2022 Spring Computer Science 5 of 5  responded _100_00__ Download PDF.pdf,EN.601.503,Independent Study,Ali Madooei,2022,Spring,5,"[(1, 0), (2, 0), (3, 0), (4, 0), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 2), (0, 3)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 3), (5, 0), (0, 0)]"
EN_601_496_01_SP22 Computer Integrated Surgery II - Teams Taylor_ Russell 2022 Spring Computer Science 6 of 6  responded _100_00__ Download PDF.pdf,EN.601.496,Computer Integrated Surgery II - Teams,Russell Taylor,2022,Spring,6,"[(1, 1), (2, 1), (3, 2), (4, 1), (5, 1), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 1), (5, 2), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 0), (5, 1), (0, 4)]","[(1, 0), (2, 1), (3, 3), (4, 1), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 1), (5, 1), (0, 0)]"
EN_601_454_01_SP22 Augmented Reality Azimi_ Ehsan 2022 Spring Computer Science 28 of 28  responded _100_00__ Download PDF.pdf,EN.601.454,Augmented Reality,Ehsan Azimi,2022,Spring,28,"[(1, 0), (2, 2), (3, 3), (4, 6), (5, 17), (0, 0)]","[(1, 0), (2, 2), (3, 2), (4, 8), (5, 14), (0, 1)]","[(1, 0), (2, 0), (3, 0), (4, 6), (5, 21), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 8), (5, 18), (0, 0)]","[(1, 0), (2, 2), (3, 17), (4, 7), (5, 2), (0, 0)]"
EN_601_475_02_SP22 Machine Learning Dredze_ Mark 2022 Spring Computer Science 38 of 38  responded _100_00__ Download PDF.pdf,EN.601.475,Machine Learning,Mark Dredze,2022,Spring,38,"[(1, 0), (2, 1), (3, 6), (4, 10), (5, 21), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 5), (5, 28), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 11), (5, 19), (0, 3)]","[(1, 0), (2, 1), (3, 7), (4, 16), (5, 14), (0, 0)]","[(1, 0), (2, 1), (3, 3), (4, 20), (5, 13), (0, 1)]"
EN_601_475_01_SP22 Machine Learning Dredze_ Mark 2022 Spring Computer Science 56 of 59  responded _94_92__ Download PDF.pdf,EN.601.475,Machine Learning,Mark Dredze,2022,Spring,56,"[(1, 0), (2, 2), (3, 6), (4, 18), (5, 29), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 10), (5, 44), (0, 0)]","[(1, 2), (2, 3), (3, 3), (4, 14), (5, 22), (0, 10)]","[(1, 0), (2, 2), (3, 4), (4, 28), (5, 18), (0, 0)]","[(1, 1), (2, 0), (3, 6), (4, 22), (5, 24), (0, 0)]"
EN_601_464_01_SP22 Artificial Intelligence Haque_ Musad 2022 Spring Computer Science 104 of 106  responded _98_11__ Download PDF.pdf,EN.601.464,Artificial Intelligence,Musad Haque,2022,Spring,104,"[(1, 6), (2, 12), (3, 22), (4, 28), (5, 35), (0, 0)]","[(1, 6), (2, 14), (3, 27), (4, 26), (5, 31), (0, 0)]","[(1, 2), (2, 3), (3, 16), (4, 22), (5, 29), (0, 32)]","[(1, 5), (2, 12), (3, 20), (4, 32), (5, 28), (0, 4)]","[(1, 16), (2, 40), (3, 42), (4, 3), (5, 0), (0, 0)]"
EN_601_463_01_SP22 Algorithms for Sensor-Based Robotics Leonard_ Simon 2022 Spring Computer Science 56 of 57  responded _98_25__ Download PDF.pdf,EN.601.463,Algorithms for Sensor-Based Robotics,Simon Leonard,2022,Spring,56,"[(1, 0), (2, 1), (3, 5), (4, 13), (5, 36), (0, 0)]","[(1, 0), (2, 1), (3, 5), (4, 11), (5, 39), (0, 0)]","[(1, 2), (2, 4), (3, 10), (4, 9), (5, 14), (0, 17)]","[(1, 7), (2, 2), (3, 7), (4, 13), (5, 24), (0, 2)]","[(1, 0), (2, 0), (3, 27), (4, 19), (5, 9), (0, 0)]"
EN_601_482_02_SP22 Machine Learning_ Deep Learning Unberath_ Mathias 2022 Spring Computer Science 41 of 41  responded _100_00__ Download PDF.pdf,EN.601.482,Machine Learning: Deep Learning,Mathias Unberath,2022,Spring,41,"[(1, 0), (2, 1), (3, 1), (4, 8), (5, 31), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 8), (5, 32), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 10), (5, 25), (0, 4)]","[(1, 0), (2, 2), (3, 6), (4, 15), (5, 18), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 21), (5, 14), (0, 0)]"
